WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,UBW,UBL
9,Vina del Mar,Cachantun Cup,2/13/2008,3,Outdoor,Clay,1st Round,3,Zakopalova K.,Bychkova E.,68,101,452,340,7,6,2,6,6,3,2,1,Completed,1.5,2.5,1.5,2.45,1.5,2.5,1.51,2.81,1.5,2.52
9,Vina del Mar,Cachantun Cup,2/13/2008,3,Outdoor,Clay,2nd Round,3,Dominguez Lino L.,Dulko G.,87,43,381,633,,,,,,,,,Walkover,1.9,1.8,2.1,1.7,,,2,1.909,1.94,1.82
9,Vina del Mar,Cachantun Cup,2/13/2008,3,Outdoor,Clay,2nd Round,3,Koryttseva M.,Cetkovska P.,83,103,389,331,6,3,6,4,,,2,0,Completed,1.61,2.2,1.6,2.25,1.667,2.1,1.658,2.42,1.6,2.3
9,Vina del Mar,Cachantun Cup,2/13/2008,3,Outdoor,Clay,2nd Round,3,Muller M.,Schruff J.,69,121,448,284,6,3,6,2,,,2,0,Completed,2.2,1.61,2.15,1.65,2.1,1.667,2.53,1.613,2.2,1.64
9,Vina del Mar,Cachantun Cup,2/14/2008,3,Outdoor,Clay,2nd Round,3,Parmentier P.,De Los Rios R.,53,120,544,285,6,7,6,1,6,1,2,1,Completed,1.36,3,1.35,3.01,1.4,2.75,1.429,3.13,1.33,3.25
9,Vina del Mar,Cachantun Cup,2/14/2008,3,Outdoor,Clay,2nd Round,3,Kanepi K.,Camerin M.,71,111,434,317,1,6,6,3,6,4,2,1,Completed,1.4,2.75,1.42,2.75,1.444,2.625,1.4,3.3,1.4,2.85
9,Vina del Mar,Cachantun Cup,2/14/2008,3,Outdoor,Clay,2nd Round,3,Zakopalova K.,Kostanic Tosic J.,68,143,452,253,,,,,,,,,Walkover,,,1.37,2.92,1.4,2.75,1.392,3.35,1.4,2.85
9,Vina del Mar,Cachantun Cup,2/14/2008,3,Outdoor,Clay,2nd Round,3,Llagostera Vives N.,Errani S.,135,63,261,462,6,2,6,0,,,2,0,Completed,2.5,1.5,2.45,1.5,2.375,1.533,2.76,1.538,2.4,1.54
9,Vina del Mar,Cachantun Cup,2/15/2008,3,Outdoor,Clay,2nd Round,3,Pennetta F.,Johansson M.,32,146,830,245,6,4,6,0,,,2,0,Completed,1.14,5,1.15,4.92,1.167,4.5,1.213,5.3,1.16,5
9,Vina del Mar,Cachantun Cup,2/15/2008,3,Outdoor,Clay,Quarterfinals,3,Koryttseva M.,Llagostera Vives N.,83,135,389,261,6,3,7,6,,,2,0,Completed,1.66,2.1,2,1.75,2,1.727,2.03,1.885,2,1.77
9,Vina del Mar,Cachantun Cup,2/15/2008,3,Outdoor,Clay,Quarterfinals,3,Zakopalova K.,Dominguez Lino L.,68,87,452,381,3,6,7,5,7,5,2,1,Completed,1.72,2,,,1.833,1.833,1.847,2.08,1.88,1.88
9,Vina del Mar,Cachantun Cup,2/15/2008,3,Outdoor,Clay,Quarterfinals,3,Parmentier P.,Muller M.,53,69,544,448,7,5,6,4,,,2,0,Completed,1.44,2.62,1.58,2.28,1.571,2.25,1.565,2.67,1.5,2.52
9,Vina del Mar,Cachantun Cup,2/16/2008,3,Outdoor,Clay,Quarterfinals,3,Pennetta F.,Kanepi K.,32,71,830,434,6,3,6,3,,,2,0,Completed,1.36,3,1.34,3.12,1.4,2.75,1.392,3.35,1.4,2.85
9,Vina del Mar,Cachantun Cup,2/16/2008,3,Outdoor,Clay,Semifinals,3,Zakopalova K.,Koryttseva M.,68,83,452,389,6,2,7,5,,,2,0,Completed,1.83,1.83,1.85,1.9,1.727,2,2.02,1.893,1.88,1.88
9,Vina del Mar,Cachantun Cup,2/16/2008,3,Outdoor,Clay,Semifinals,3,Pennetta F.,Parmentier P.,32,53,830,544,6,2,6,0,,,2,0,Completed,1.33,3.25,1.35,3.1,1.4,2.75,1.382,3.42,1.42,2.8
9,Vina del Mar,Cachantun Cup,2/17/2008,3,Outdoor,Clay,The Final,3,Pennetta F.,Zakopalova K.,32,68,830,452,6,4,5,4,,,1,0,Retired,1.28,3.75,1.28,3.46,1.3,3.4,1.333,3.7,1.3,3.4
10,Bogota,Copa Colsanitas Santander,2/18/2008,3,Outdoor,Clay,1st Round,3,Errani S.,Bychkova E.,66,99,480,335,6,1,6,1,,,2,0,Completed,1.53,2.37,1.55,2.35,1.53,2.37,1.559,2.69,1.57,2.34
10,Bogota,Copa Colsanitas Santander,2/18/2008,3,Outdoor,Clay,1st Round,3,Salerni M.E.,Cornet A.,88,49,376,569,6,4,6,2,,,2,0,Completed,3,1.36,3.01,1.35,3.25,1.33,3.65,1.351,3.1,1.35
10,Bogota,Copa Colsanitas Santander,2/18/2008,3,Outdoor,Clay,1st Round,3,Duque Marino M.,Kostanic Tosic J.,193,149,151,238,6,4,3,1,,,1,0,Retired,1.72,2,1.87,1.87,,,1.87,2.05,,
10,Bogota,Copa Colsanitas Santander,2/19/2008,3,Outdoor,Clay,1st Round,3,Camerin M.E.,Ani M.,98,118,336,291,4,6,6,3,6,2,2,1,Completed,1.53,2.37,1.45,2.65,1.44,2.62,1.559,2.69,,
10,Bogota,Copa Colsanitas Santander,2/19/2008,3,Outdoor,Clay,1st Round,3,Dominguez Lino L.,Irigoyen M.,78,290,415,86,6,4,6,0,,,2,0,Completed,1.22,4,1.2,4.25,1.16,4.5,1.261,4.53,,
10,Bogota,Copa Colsanitas Santander,2/19/2008,3,Outdoor,Clay,1st Round,3,De Los Rios R.,Loit E.,116,55,300,538,7,5,6,3,,,2,0,Completed,2.25,1.57,2.35,1.55,2.37,1.53,2.46,1.641,,
10,Bogota,Copa Colsanitas Santander,2/19/2008,3,Outdoor,Clay,1st Round,3,Meusburger Y.,Craybas J.,67,73,474,431,6,4,6,4,,,2,0,Completed,2.2,1.61,2.25,1.6,2.1,1.66,2.36,1.685,,
10,Bogota,Copa Colsanitas Santander,2/19/2008,3,Outdoor,Clay,1st Round,3,Castano C.,Kanepi K.,111,68,310,468,6,3,7,5,,,2,0,Completed,2.2,1.61,2.35,1.55,2.25,1.57,2.67,1.565,2.38,1.55
10,Bogota,Copa Colsanitas Santander,2/19/2008,3,Outdoor,Clay,1st Round,3,Gallovits E.,Rao S.,71,182,452,158,6,1,6,2,,,2,0,Completed,1.14,5,1.17,4.67,1.22,4,1.178,6.13,1.15,5.1
10,Bogota,Copa Colsanitas Santander,2/19/2008,3,Outdoor,Clay,1st Round,3,Llagostera Vives N.,Malek T.,114,90,303,366,6,4,6,2,,,2,0,Completed,1.44,2.62,1.48,2.53,1.44,2.62,1.51,2.81,1.45,2.67
10,Bogota,Copa Colsanitas Santander,2/19/2008,3,Outdoor,Clay,1st Round,3,Suarez Navarro C.,Mattek B.,159,131,203,271,7,5,6,2,,,2,0,Completed,1.4,2.75,1.4,2.85,1.4,2.75,1.394,3.34,,
10,Bogota,Copa Colsanitas Santander,2/19/2008,3,Outdoor,Clay,1st Round,3,Muller M.,Nunez Fuentes V.,63,528,488,29,7,5,7,6,,,2,0,Completed,1.14,5.5,1.1,6.25,1.12,5.5,1.148,7.15,,
10,Bogota,Copa Colsanitas Santander,2/19/2008,3,Outdoor,Clay,1st Round,3,Cirstea S.,Pin C.,105,79,323,410,2,6,6,2,6,4,2,1,Completed,1.44,2.62,1.42,2.75,1.57,2.25,1.457,2.99,1.45,2.67
10,Bogota,Copa Colsanitas Santander,2/19/2008,3,Outdoor,Clay,1st Round,3,Koryttseva M.,Cetkovska P.,72,96,451,348,6,1,4,6,7,6,2,1,Completed,1.53,2.37,1.5,2.45,1.5,2.5,1.483,2.87,1.45,2.67
10,Bogota,Copa Colsanitas Santander,2/19/2008,3,Outdoor,Clay,1st Round,3,Parmentier P.,Schruff J.,47,122,597,289,6,4,6,3,,,2,0,Completed,1.4,2.75,1.45,2.6,1.44,2.62,1.493,2.83,1.38,2.95
10,Bogota,Copa Colsanitas Santander,2/19/2008,3,Outdoor,Clay,1st Round,3,Jozami B.,Pennetta F.,278,30,91,940,6,1,2,6,6,4,2,1,Completed,5.5,1.12,,,5.5,1.12,8.05,1.129,,
10,Bogota,Copa Colsanitas Santander,2/20/2008,3,Outdoor,Clay,2nd Round,3,Salerni M.E.,Camerin M.E.,88,98,376,336,4,6,6,2,6,3,2,1,Completed,1.61,2.2,1.6,2.25,,,1.704,2.32,1.67,2.15
10,Bogota,Copa Colsanitas Santander,2/20/2008,3,Outdoor,Clay,2nd Round,3,Llagostera Vives N.,De Los Rios R.,114,116,303,300,6,2,6,0,,,2,0,Completed,1.38,2.87,1.45,2.6,,,1.457,2.99,1.4,2.85
10,Bogota,Copa Colsanitas Santander,2/20/2008,3,Outdoor,Clay,2nd Round,3,Errani S.,Dominguez Lino L.,66,78,480,415,6,0,6,3,,,2,0,Completed,1.53,2.37,1.53,2.4,,,1.649,2.44,1.67,2.15
10,Bogota,Copa Colsanitas Santander,2/20/2008,3,Outdoor,Clay,2nd Round,3,Duque Marino M.,Meusburger Y.,193,67,151,474,6,1,6,2,,,2,0,Completed,,,,,,,,,,
10,Bogota,Copa Colsanitas Santander,2/21/2008,3,Outdoor,Clay,2nd Round,3,Muller M.,Cirstea S.,63,105,488,323,6,2,6,2,,,2,0,Completed,2.62,1.44,2.46,1.51,2.37,1.53,2.72,1.549,2.52,1.5
10,Bogota,Copa Colsanitas Santander,2/21/2008,3,Outdoor,Clay,2nd Round,3,Koryttseva M.,Jozami B.,72,278,451,91,,,,,,,0,0,Walkover,1.4,2.75,1.37,2.92,1.4,2.75,1.444,3.05,,
10,Bogota,Copa Colsanitas Santander,2/21/2008,3,Outdoor,Clay,2nd Round,3,Suarez Navarro C.,Gallovits E.,159,71,203,452,6,4,6,3,,,2,0,Completed,2.75,1.4,2.53,1.48,2.75,1.4,2.9,1.476,,
10,Bogota,Copa Colsanitas Santander,2/21/2008,3,Outdoor,Clay,2nd Round,3,Castano C.,Parmentier P.,111,47,310,597,3,6,6,4,6,4,2,1,Completed,2.37,1.53,2.28,1.58,2.37,1.53,2.27,1.69,2.34,1.57
10,Bogota,Copa Colsanitas Santander,2/22/2008,3,Outdoor,Clay,Quarterfinals,3,Jozami B.,Muller M.,278,63,91,488,6,3,6,1,,,2,0,Completed,2.87,1.38,2.6,1.45,2.62,1.44,2.96,1.463,2.77,1.44
10,Bogota,Copa Colsanitas Santander,2/22/2008,3,Outdoor,Clay,Quarterfinals,3,Llagostera Vives N.,Errani S.,114,66,303,480,7,5,6,1,,,2,0,Completed,1.72,2,1.9,1.85,1.83,1.83,1.893,2.02,1.88,1.88
10,Bogota,Copa Colsanitas Santander,2/22/2008,3,Outdoor,Clay,Quarterfinals,3,Salerni M.E.,Duque Marino M.,88,193,376,151,6,3,4,6,6,4,2,1,Completed,1.83,1.83,1.75,2,1.7,2,1.885,2.03,1.77,2
10,Bogota,Copa Colsanitas Santander,2/22/2008,3,Outdoor,Clay,Quarterfinals,3,Suarez Navarro C.,Castano C.,159,111,203,310,7,6,6,4,,,2,0,Completed,2.2,1.61,2.12,1.67,2.1,1.66,2.18,1.781,2.2,1.64
10,Bogota,Copa Colsanitas Santander,2/23/2008,3,Outdoor,Clay,Semifinals,3,Llagostera Vives N.,Jozami B.,114,278,303,91,6,2,6,2,,,2,0,Completed,1.4,2.75,1.37,2.92,1.4,2.75,1.476,2.9,1.45,2.67
10,Bogota,Copa Colsanitas Santander,2/23/2008,3,Outdoor,Clay,Semifinals,3,Salerni M.E.,Suarez Navarro C.,88,159,376,203,3,6,7,6,6,3,2,1,Completed,1.66,2.1,1.75,2.05,1.66,2.1,1.885,2.03,1.8,1.97
10,Bogota,Copa Colsanitas Santander,2/24/2008,3,Outdoor,Clay,The Final,3,Llagostera Vives N.,Salerni M.E.,114,88,303,376,6,0,6,4,,,2,0,Completed,1.57,2.37,1.5,2.45,1.5,2.5,1.565,2.67,1.5,2.52
11,Doha,Qatar Total Open,2/18/2008,1,Outdoor,Hard,1st Round,3,Niculescu M.,Ditty J.,150,92,237,358,6,1,6,3,,,2,0,Completed,1.66,2.1,,,,,1.855,2.07,1.7,2.1
11,Doha,Qatar Total Open,2/18/2008,1,Outdoor,Hard,1st Round,3,Peer S.,Klepac A.,17,133,1480,267,6,3,6,4,,,2,0,Completed,,,,,,,,,,
11,Doha,Qatar Total Open,2/18/2008,1,Outdoor,Hard,1st Round,3,Radwanska A.,Morigami A.,20,48,1257,579,7,5,6,0,,,2,0,Completed,1.14,5,1.15,5.2,,,1.175,6.22,1.15,5.15
11,Doha,Qatar Total Open,2/18/2008,1,Outdoor,Hard,1st Round,3,Razzano V.,Sun T.T.,25,253,1004,102,6,7,7,6,6,3,2,1,Completed,1.1,6.5,1.1,6.75,,,1.12,8.54,1.1,6.75
11,Doha,Qatar Total Open,2/18/2008,1,Outdoor,Hard,1st Round,3,Zvonareva V.,Rodionova A.,27,86,972,383,6,0,6,3,,,2,0,Completed,1.12,5.5,1.17,4.67,,,1.184,5.94,1.14,5.4
11,Doha,Qatar Total Open,2/18/2008,1,Outdoor,Hard,1st Round,3,Bammer S.,Nakamura A.,19,106,1286,322,6,1,6,3,,,2,0,Completed,1.22,4,1.18,4.45,1.25,3.75,1.271,4.39,1.25,3.8
11,Doha,Qatar Total Open,2/18/2008,1,Outdoor,Hard,1st Round,3,Wozniacki C.,Chan Y.J.,53,65,546,483,3,6,6,2,6,3,2,1,Completed,1.33,3.25,1.28,3.46,1.3,3.4,1.298,4.06,1.34,3.14
11,Doha,Qatar Total Open,2/18/2008,1,Outdoor,Hard,1st Round,3,Yan Z.,Dushevina V.,64,40,484,692,6,2,4,6,6,2,2,1,Completed,2.25,1.57,2.3,1.6,2.25,1.571,2.71,1.552,2.15,1.67
11,Doha,Qatar Total Open,2/18/2008,1,Outdoor,Hard,1st Round,3,Shvedova Y.,Zheng J.,110,248,311,105,6,4,4,6,6,1,2,1,Completed,2,1.72,2.08,1.7,,,2.81,1.51,2,1.77
11,Doha,Qatar Total Open,2/18/2008,1,Outdoor,Hard,1st Round,3,Tanasugarn T.,Kerber A.,101,83,330,389,7,6,6,4,,,2,0,Completed,1.57,2.25,1.65,2.15,1.533,2.375,1.559,2.69,1.55,2.35
11,Doha,Qatar Total Open,2/18/2008,1,Outdoor,Hard,1st Round,3,Kirilenko M.,Makarova E.,26,80,983,404,6,3,5,7,6,0,2,1,Completed,1.16,4.5,1.2,4.25,1.25,3.75,1.223,5.08,1.22,4.1
11,Doha,Qatar Total Open,2/18/2008,1,Outdoor,Hard,1st Round,3,Mauresmo A.,Lisicki S.,22,143,1123,246,7,6,6,3,,,2,0,Completed,1.2,4.33,1.17,4.67,1.222,4,1.292,4.13,1.24,3.9
11,Doha,Qatar Total Open,2/18/2008,1,Outdoor,Hard,1st Round,3,Voskoboeva G.,Daniilidou E.,126,35,275,795,6,1,7,6,,,2,0,Completed,4,1.22,,,3.5,1.286,3.96,1.307,3.2,1.33
11,Doha,Qatar Total Open,2/18/2008,1,Outdoor,Hard,1st Round,3,Medina Garrigues A.,Petrova N.,31,16,864,1569,6,2,1,2,,,1,0,Retired,2.75,1.4,2.85,1.4,2.75,1.4,3.11,1.433,2.95,1.38
11,Doha,Qatar Total Open,2/18/2008,1,Outdoor,Hard,1st Round,3,Cibulkova D.,Safarova L.,45,39,616,694,6,4,6,3,,,2,0,Completed,1.66,2.1,1.7,2.1,1.727,2,1.813,2.13,1.67,2.15
11,Doha,Qatar Total Open,2/19/2008,1,Outdoor,Hard,1st Round,3,Dechy N.,Peng S.,74,60,431,507,1,6,6,4,6,1,2,1,Completed,1.72,2,1.8,1.95,1.72,2,1.962,1.943,,
11,Doha,Qatar Total Open,2/19/2008,1,Outdoor,Hard,1st Round,3,Li N.,Likhovtseva E.,29,103,947,326,6,1,0,6,6,4,2,1,Completed,1.08,7,1.1,6.75,1.1,6.5,1.111,8.75,1.1,6.75
11,Doha,Qatar Total Open,2/19/2008,1,Outdoor,Hard,1st Round,3,Morita A.,Vesnina E.,134,52,265,549,6,3,6,4,,,2,0,Completed,2.5,1.5,2.65,1.45,2.62,1.44,2.74,1.543,2.7,1.44
11,Doha,Qatar Total Open,2/19/2008,1,Outdoor,Hard,1st Round,3,Safina D.,Srebotnik K.,15,28,1602,971,6,2,6,4,,,2,0,Completed,1.9,1.8,1.75,2.05,1.727,2,1.813,2.13,1.88,1.88
11,Doha,Qatar Total Open,2/19/2008,1,Outdoor,Hard,1st Round,3,Garbin T.,Radwanska U.,37,211,745,135,6,2,0,0,,,2,0,Completed,1.57,2.25,1.65,2.15,,,1.613,2.53,1.6,2.28
11,Doha,Qatar Total Open,2/19/2008,1,Outdoor,Hard,1st Round,3,Govortsova O.,Mirza S.,50,32,553,848,4,6,7,6,3,2,1,1,Retired,4,1.22,4.06,1.21,3.75,1.25,4.6,1.25,4,1.23
11,Doha,Qatar Total Open,2/19/2008,1,Outdoor,Hard,1st Round,3,Sugiyama A.,Szavay A.,41,18,684,1478,7,6,6,0,,,2,0,Completed,4.33,1.2,4.45,1.18,4,1.222,4.8,1.238,4.8,1.17
11,Doha,Qatar Total Open,2/19/2008,1,Outdoor,Hard,1st Round,3,Knapp K.,Goerges J.,36,117,757,295,6,1,6,4,,,2,0,Completed,1.4,2.75,1.46,2.6,1.4,2.75,1.51,2.81,1.42,2.78
11,Doha,Qatar Total Open,2/19/2008,1,Outdoor,Hard,1st Round,3,Schnyder P.,Paszek T.,12,42,1766,679,6,4,6,0,,,2,0,Completed,1.8,1.9,1.8,1.95,1.727,2,2.06,1.862,1.88,1.88
11,Doha,Qatar Total Open,2/19/2008,1,Outdoor,Hard,2nd Round,3,Wozniacki C.,Bartoli M.,53,9,546,2198,6,2,6,3,,,2,0,Completed,2.75,1.4,2.53,1.48,2.62,1.44,3.27,1.405,2.68,1.45
11,Doha,Qatar Total Open,2/19/2008,1,Outdoor,Hard,2nd Round,3,Zvonareva V.,Schiavone F.,27,23,972,1091,2,6,6,3,6,4,2,1,Completed,1.4,2.75,,,1.364,3,1.364,3.55,1.35,3.1
11,Doha,Qatar Total Open,2/20/2008,1,Outdoor,Hard,2nd Round,3,Kuznetsova S.,Dechy N.,2,74,3760,431,7,5,7,5,,,2,0,Completed,1.1,6.5,1.1,6.75,1.111,6,1.146,7.25,1.1,6.75
11,Doha,Qatar Total Open,2/20/2008,1,Outdoor,Hard,2nd Round,3,Bammer S.,Niculescu M.,19,150,1286,237,3,6,7,5,6,4,2,1,Completed,1.4,2.75,1.4,2.85,1.364,3,1.459,2.98,1.34,3.14
11,Doha,Qatar Total Open,2/20/2008,1,Outdoor,Hard,2nd Round,3,Li N.,Chakvetadze A.,29,6,947,2835,7,6,6,4,,,2,0,Completed,2.75,1.4,2.92,1.37,3,1.364,2.83,1.493,3,1.37
11,Doha,Qatar Total Open,2/20/2008,1,Outdoor,Hard,2nd Round,3,Sugiyama A.,Morita A.,41,134,684,265,4,6,6,4,6,0,2,1,Completed,1.57,2.25,1.65,2.1,1.615,2.2,1.654,2.43,1.63,2.22
11,Doha,Qatar Total Open,2/20/2008,1,Outdoor,Hard,2nd Round,3,Safina D.,Yan Z.,15,64,1602,484,6,2,6,1,,,2,0,Completed,1.12,5.5,1.17,4.67,1.2,4.333,1.183,5.95,1.15,5.15
11,Doha,Qatar Total Open,2/20/2008,1,Outdoor,Hard,2nd Round,3,Radwanska A.,Garbin T.,20,37,1257,745,6,3,6,3,,,2,0,Completed,1.28,3.5,,,1.333,3.25,1.351,3.65,1.25,3.8
11,Doha,Qatar Total Open,2/20/2008,1,Outdoor,Hard,2nd Round,3,Ivanovic A.,Govortsova O.,3,50,3758,553,6,3,6,1,,,2,0,Completed,1.03,11,1.04,9.25,1.04,9,1.061,14,1.05,9.5
11,Doha,Qatar Total Open,2/20/2008,1,Outdoor,Hard,2nd Round,3,Peer S.,Razzano V.,17,25,1480,1004,6,1,7,6,,,2,0,Completed,1.57,2.25,1.65,2.1,1.615,2.2,1.719,2.29,1.58,2.32
11,Doha,Qatar Total Open,2/20/2008,1,Outdoor,Hard,2nd Round,3,Cibulkova D.,Schnyder P.,45,12,616,1766,6,3,6,4,,,2,0,Completed,2.62,1.44,2.53,1.48,2.75,1.4,2.87,1.495,2.4,1.54
11,Doha,Qatar Total Open,2/20/2008,1,Outdoor,Hard,2nd Round,3,Sharapova M.,Voskoboeva G.,5,126,3061,275,6,4,4,6,6,1,2,1,Completed,1.01,15,1.02,11.5,1.015,13,1.02,36,1.02,16
11,Doha,Qatar Total Open,2/20/2008,1,Outdoor,Hard,2nd Round,3,Tanasugarn T.,Mauresmo A.,101,22,330,1123,7,6,7,5,,,2,0,Completed,7,1.08,5.2,1.15,5,1.143,7.91,1.131,5.85,1.12
11,Doha,Qatar Total Open,2/20/2008,1,Outdoor,Hard,2nd Round,3,Medina Garrigues A.,Kirilenko M.,31,26,864,983,2,6,7,5,6,1,2,1,Completed,2.75,1.4,2.6,1.45,2.625,1.444,2.71,1.552,2.6,1.47
11,Doha,Qatar Total Open,2/20/2008,1,Outdoor,Hard,2nd Round,3,Williams V.,Knapp K.,7,36,2720,757,6,2,6,3,,,2,0,Completed,1.16,4.5,1.15,4.92,1.2,4.333,1.267,4.45,1.15,5.15
11,Doha,Qatar Total Open,2/20/2008,1,Outdoor,Hard,2nd Round,3,Jankovic J.,Shvedova Y.,4,110,3695,311,6,1,3,6,6,3,2,1,Completed,1.1,6.5,1.1,6.25,1.111,6,1.19,5.75,1.13,5.6
11,Doha,Qatar Total Open,2/21/2008,1,Outdoor,Hard,3rd Round,3,Bammer S.,Kuznetsova S.,19,2,1286,3760,6,3,7,6,,,2,0,Completed,5,1.14,4.45,1.18,4.5,1.167,5.65,1.194,4.6,1.18
11,Doha,Qatar Total Open,2/21/2008,1,Outdoor,Hard,3rd Round,3,Radwanska A.,Ivanovic A.,20,3,1257,3758,,,,,,,0,0,Walkover,2.2,1.61,2.12,1.67,,,2.15,1.8,2.18,1.66
11,Doha,Qatar Total Open,2/21/2008,1,Outdoor,Hard,3rd Round,3,Wozniacki C.,Medina Garrigues A.,53,31,546,864,3,6,7,6,6,3,2,1,Completed,1.66,2.1,1.75,2.05,1.667,2.1,1.847,2.08,1.7,2.1
11,Doha,Qatar Total Open,2/21/2008,1,Outdoor,Hard,3rd Round,3,Zvonareva V.,Safina D.,27,15,972,1602,7,5,6,3,,,2,0,Completed,2.2,1.61,2.15,1.65,2,1.727,2.24,1.746,2.1,1.7
11,Doha,Qatar Total Open,2/21/2008,1,Outdoor,Hard,3rd Round,3,Cibulkova D.,Williams V.,45,7,616,2720,6,3,6,3,,,2,0,Completed,5,1.14,4.67,1.17,4,1.222,4.66,1.246,4.35,1.2
11,Doha,Qatar Total Open,2/21/2008,1,Outdoor,Hard,3rd Round,3,Li N.,Peer S.,29,17,947,1480,6,1,6,3,,,2,0,Completed,2,1.72,1.91,1.83,1.909,1.8,2.18,1.781,1.88,1.88
11,Doha,Qatar Total Open,2/21/2008,1,Outdoor,Hard,3rd Round,3,Jankovic J.,Sugiyama A.,4,41,3695,684,6,1,6,2,,,2,0,Completed,1.16,4.5,1.17,4.67,1.143,5,1.25,4.6,1.16,5
11,Doha,Qatar Total Open,2/21/2008,1,Outdoor,Hard,3rd Round,3,Sharapova M.,Tanasugarn T.,5,101,3061,330,6,2,6,2,,,2,0,Completed,1.02,13,1.03,10,1.02,11,1.067,13,1.06,8.5
11,Doha,Qatar Total Open,2/22/2008,1,Outdoor,Hard,Quarterfinals,3,Radwanska A.,Cibulkova D.,20,45,1257,616,6,4,6,7,6,4,2,1,Completed,1.5,2.5,1.58,2.28,1.533,2.375,1.588,2.6,1.57,2.34
11,Doha,Qatar Total Open,2/22/2008,1,Outdoor,Hard,Quarterfinals,3,Zvonareva V.,Bammer S.,27,19,972,1286,2,6,6,2,6,0,2,1,Completed,1.36,3,1.45,2.6,1.5,2.5,1.444,3.05,1.45,2.68
11,Doha,Qatar Total Open,2/22/2008,1,Outdoor,Hard,Quarterfinals,3,Sharapova M.,Wozniacki C.,5,53,3061,546,6,0,6,1,,,2,0,Completed,1.05,9,1.05,8.5,1.05,8.5,1.125,8.2,1.07,7.8
11,Doha,Qatar Total Open,2/22/2008,1,Outdoor,Hard,Quarterfinals,3,Li N.,Jankovic J.,29,4,947,3695,6,3,6,4,,,2,0,Completed,2.37,1.53,2.28,1.58,2.5,1.5,2.7,1.556,2.4,1.55
11,Doha,Qatar Total Open,2/23/2008,1,Outdoor,Hard,Semifinals,3,Zvonareva V.,Li N.,27,29,972,947,3,6,6,3,6,3,2,1,Completed,2.62,1.44,2.28,1.58,2.2,1.615,2.59,1.592,2.44,1.53
11,Doha,Qatar Total Open,2/23/2008,1,Outdoor,Hard,Semifinals,3,Sharapova M.,Radwanska A.,5,20,3061,1257,6,4,6,3,,,2,0,Completed,1.08,7,1.13,5.5,1.1,6.5,1.139,7.5,1.13,5.6
11,Doha,Qatar Total Open,2/24/2008,1,Outdoor,Hard,The Final,3,Sharapova M.,Zvonareva V.,5,27,3061,972,6,1,2,6,6,0,2,1,Completed,1.1,7,1.11,5.84,1.1,6.5,1.211,4.75,1.12,6
12,Acapulco,Abierto Mexicano,2/25/2008,3,Outdoor,Clay,1st Round,3,Craybas J.,De Los Rios R.,78,114,412,315,6,2,6,2,,,2,0,Completed,2.25,1.57,2.28,1.58,2.2,1.615,2.63,1.578,2.24,1.62
12,Acapulco,Abierto Mexicano,2/25/2008,3,Outdoor,Clay,1st Round,3,Pennetta F.,Bychkova E.,30,103,905,335,6,4,6,1,,,2,0,Completed,1.1,6.5,1.13,5.5,1.143,5,1.143,7.31,1.12,5.8
12,Acapulco,Abierto Mexicano,2/25/2008,3,Outdoor,Clay,1st Round,3,Dominguez Lino L.,Fujiwara R.,89,189,370,152,7,5,6,3,,,2,0,Completed,1.14,5,1.15,5.2,1.222,4,1.209,5.38,1.17,4.9
12,Acapulco,Abierto Mexicano,2/25/2008,3,Outdoor,Clay,1st Round,3,Schruff J.,Arn G.,122,139,289,252,6,2,6,7,7,6,2,1,Completed,1.5,2.5,1.53,2.4,1.5,2.5,1.629,2.49,1.55,2.38
12,Acapulco,Abierto Mexicano,2/25/2008,3,Outdoor,Clay,1st Round,3,Torres Sandoval M.,Camerin M.E.,229,94,119,355,3,6,7,5,7,5,2,1,Completed,3.25,1.33,,,3.4,1.3,3.84,1.318,3.2,1.33
12,Acapulco,Abierto Mexicano,2/26/2008,3,Outdoor,Clay,1st Round,3,Meusburger Y.,Rybarikova M.,66,216,469,129,6,4,7,6,,,2,0,Completed,2.1,1.66,,,1.833,1.833,2.41,1.662,,
12,Acapulco,Abierto Mexicano,2/26/2008,3,Outdoor,Clay,1st Round,3,Errani S.,Malek T.,58,90,512,366,6,3,6,3,,,2,0,Completed,1.36,3,1.32,3.22,1.364,3,1.408,3.25,1.35,3.1
12,Acapulco,Abierto Mexicano,2/26/2008,3,Outdoor,Clay,1st Round,3,Zakopalova K.,Martinez-Sanchez M.J.,57,154,517,217,4,6,6,3,6,1,2,1,Completed,1.53,2.37,1.55,2.35,1.57,2.25,1.661,2.41,1.54,2.4
12,Acapulco,Abierto Mexicano,2/26/2008,3,Outdoor,Clay,1st Round,3,Cirstea S.,Cravero J.,100,157,339,203,5,7,7,5,7,6,2,1,Completed,1.36,3,1.42,2.75,1.4,2.75,1.417,3.2,1.4,2.85
12,Acapulco,Abierto Mexicano,2/26/2008,3,Outdoor,Clay,1st Round,3,Gallovits E.,Munoz Gallegos D.,69,355,465,60,6,1,6,0,,,2,0,Completed,1.12,5.5,1.1,6.25,1.14,5,1.182,6,1.15,5.2
