WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,PSW,PSL,UBW,UBL
10,Bangalore,Sony Ericsson International,2/14/2007,3,Outdoor,Hard,1st Round,3,Obziler T.,Bardina V.,117,63,250,399,6,1,6,2,,,2,0,Completed,1.83,1.83,1.8,1.95,1.75,2,1.926,1.98,1.95,1.8
10,Bangalore,Sony Ericsson International,2/14/2007,3,Outdoor,Hard,1st Round,3,Czink M.,Chan Y.J.,107,79,268.5,338.5,1,6,7,5,6,2,2,1,Completed,2.1,1.66,2.1,1.69,2.12,1.67,2.32,1.704,,
10,Bangalore,Sony Ericsson International,2/14/2007,3,Outdoor,Hard,2nd Round,3,Kostanic J.,Cibulkova D.,78,152,340.25,184.5,6,4,6,1,,,2,0,Completed,1.4,2.75,1.43,2.7,,,1.483,2.87,,
10,Bangalore,Sony Ericsson International,2/14/2007,3,Outdoor,Hard,2nd Round,3,Santangelo M.,Sun S.N.,36,251,581,99.75,6,2,7,6,,,2,0,Completed,1.12,5.5,1.11,6,1.14,5.2,1.171,6.35,1.14,5.3
10,Bangalore,Sony Ericsson International,2/14/2007,3,Outdoor,Hard,2nd Round,3,Mirza S.,Sucha M.,46,94,478,311.5,6,4,4,6,6,3,2,1,Completed,1.28,3.5,1.28,3.5,1.28,3.46,1.313,3.89,1.3,3.4
10,Bangalore,Sony Ericsson International,2/14/2007,3,Outdoor,Hard,2nd Round,3,Shvedova Y.,Tanasugarn T.,143,77,209.75,349.75,6,4,3,6,6,4,2,1,Completed,2.25,1.57,2.35,1.55,2.35,1.55,2.71,1.552,,
10,Bangalore,Sony Ericsson International,2/15/2007,3,Outdoor,Hard,2nd Round,3,Czink M.,Hsieh S.W.,107,145,268.5,208,4,6,7,6,7,5,2,1,Completed,1.66,2.1,1.69,2.1,,,1.833,2.1,1.72,2.06
10,Bangalore,Sony Ericsson International,2/15/2007,3,Outdoor,Hard,2nd Round,3,Santangelo M.,Amanmuradova A.,36,257,581,97.25,3,6,7,5,6,2,2,1,Completed,1.19,4,1.22,4,1.22,4,1.233,4.89,1.25,3.8
10,Bangalore,Sony Ericsson International,2/15/2007,3,Outdoor,Hard,2nd Round,3,Savchuk O.,Molik A.,153,97,180.75,302.75,6,4,4,6,6,4,2,1,Completed,4.5,1.16,4.25,1.2,4.2,1.2,5,1.227,4,1.23
10,Bangalore,Sony Ericsson International,2/15/2007,3,Outdoor,Hard,2nd Round,3,Mirza S.,Poutchek T.,46,122,478,238.75,3,6,7,5,6,2,2,1,Completed,1.19,4,1.2,4.25,1.2,4.2,1.222,5.1,1.24,3.9
10,Bangalore,Sony Ericsson International,2/16/2007,3,Outdoor,Hard,Quarterfinals,3,Obziler T.,Czink M.,117,107,250,268.5,6,4,7,6,,,2,0,Completed,1.5,2.5,1.46,2.6,1.57,2.3,1.524,2.78,1.52,2.45
10,Bangalore,Sony Ericsson International,2/16/2007,3,Outdoor,Hard,Quarterfinals,3,Santangelo M.,Sema Y.,36,237,581,108.75,6,1,6,4,,,2,0,Completed,1.2,4,1.18,4.5,1.25,3.75,,,1.21,4.2
10,Bangalore,Sony Ericsson International,2/16/2007,3,Outdoor,Hard,Quarterfinals,3,Shvedova Y.,Mirza S.,143,46,209.75,478,6,7,6,4,6,4,2,1,Completed,4.5,1.16,4.25,1.2,4.2,1.2,4.6,1.25,4.4,1.2
10,Bangalore,Sony Ericsson International,2/16/2007,3,Outdoor,Hard,Quarterfinals,3,Savchuk O.,Kostanic J.,153,78,180.75,340.25,6,3,6,4,,,2,0,Completed,2.75,1.4,2.7,1.43,2.8,1.4,3.09,1.437,2.77,1.42
10,Bangalore,Sony Ericsson International,2/17/2007,3,Outdoor,Hard,Semifinals,3,Santangelo M.,Savchuk O.,36,153,581,180.75,6,1,6,0,,,2,0,Completed,1.39,2.75,1.36,3,1.36,3,1.405,3.27,1.4,2.8
10,Bangalore,Sony Ericsson International,2/17/2007,3,Outdoor,Hard,Semifinals,3,Shvedova Y.,Obziler T.,143,117,209.75,250,7,5,6,2,,,2,0,Completed,2.2,1.61,2.3,1.58,2.3,1.57,2.59,1.592,2.22,1.62
10,Bangalore,Sony Ericsson International,2/18/2007,3,Outdoor,Hard,The Final,3,Shvedova Y.,Santangelo M.,143,36,209.75,581,6,4,6,4,,,2,0,Completed,2.87,1.36,3,1.36,3.05,1.35,3.25,1.408,2.85,1.4
11,Bogota,Copa Colsanitas Santander,2/19/2007,3,Outdoor,Clay,1st Round,3,Martinez Granados C.,Zahlavova S.,191,147,148.75,206.5,3,6,7,5,6,4,2,1,Completed,2.1,1.66,1.95,1.8,,,2.15,1.8,1.96,1.8
11,Bogota,Copa Colsanitas Santander,2/19/2007,3,Outdoor,Clay,1st Round,3,Loit E.,Parra Santonja A.,52,217,449.5,122.25,6,2,6,1,,,2,0,Completed,1.2,4,1.22,4,1.2,4.2,1.221,5.12,1.18,4.6
11,Bogota,Copa Colsanitas Santander,2/19/2007,3,Outdoor,Clay,1st Round,3,Vierin N.,Yakimova A.,222,58,119.25,420,6,2,6,4,,,2,0,Completed,3.25,1.28,3.7,1.25,3.75,1.25,4.04,1.299,3.65,1.26
11,Bogota,Copa Colsanitas Santander,2/19/2007,3,Outdoor,Clay,1st Round,3,Duque Marino M.,Nunez Fuentes V.,387,573,46.75,22.5,6,2,6,3,,,2,0,Completed,,,1.48,2.55,,,,,,
11,Bogota,Copa Colsanitas Santander,2/19/2007,3,Outdoor,Clay,1st Round,3,Suarez P.,Gubacsi Z.,157,198,174.75,141,6,0,6,3,,,2,0,Completed,1.28,3.25,1.25,3.7,1.26,3.6,1.261,4.53,1.23,4
11,Bogota,Copa Colsanitas Santander,2/20/2007,3,Outdoor,Clay,1st Round,3,Pennetta F.,Malek T.,39,133,548,224.25,6,4,2,6,6,3,2,1,Completed,1.22,4,1.2,4.25,1.25,3.75,1.282,4.25,1.25,3.8
11,Bogota,Copa Colsanitas Santander,2/20/2007,3,Outdoor,Clay,1st Round,3,Parmentier P.,Abramovic I.,177,166,161.5,171,6,3,7,6,,,2,0,Completed,1.72,2,1.66,2.15,1.65,2.15,1.752,2.23,,
11,Bogota,Copa Colsanitas Santander,2/20/2007,3,Outdoor,Clay,1st Round,3,Vinci R.,Bohmova K.,64,181,389,161,3,6,7,6,6,2,2,1,Completed,1.28,3.25,1.3,3.35,1.25,3.75,1.323,3.8,1.3,3.4
11,Bogota,Copa Colsanitas Santander,2/20/2007,3,Outdoor,Clay,1st Round,3,Cornet A.,Nagy K.,163,141,172,214.5,6,2,6,3,,,2,0,Completed,1.57,2.25,1.53,2.4,1.53,2.4,1.541,2.75,,
11,Bogota,Copa Colsanitas Santander,2/20/2007,3,Outdoor,Clay,1st Round,3,Arn G.,Ditty J.,223,195,119.25,144.25,6,3,6,7,6,3,2,1,Completed,1.72,2,1.8,1.95,1.83,1.91,2.06,1.862,1.88,1.88
11,Bogota,Copa Colsanitas Santander,2/20/2007,3,Outdoor,Clay,1st Round,3,Zakopalova K.,Llagostera Vives N.,145,686,209.5,15,6,2,6,3,,,2,0,Completed,1.83,1.83,1.95,1.8,,,1.971,1.935,2.03,1.75
11,Bogota,Copa Colsanitas Santander,2/20/2007,3,Outdoor,Clay,1st Round,3,Dominguez Lino L.,Errani S.,51,193,456.75,145.5,4,6,6,1,6,3,2,1,Completed,1.22,3.75,1.28,3.5,1.25,3.75,1.27,4.4,1.24,3.9
11,Bogota,Copa Colsanitas Santander,2/20/2007,3,Outdoor,Clay,1st Round,3,Garbin T.,Woerle K.,29,201,669.5,139.25,6,4,6,4,,,2,0,Completed,1.1,6,1.12,5.65,1.12,5.65,1.133,7.84,1.11,6.1
11,Bogota,Copa Colsanitas Santander,2/20/2007,3,Outdoor,Clay,1st Round,3,Zahlavova Strycova B.,Marrero M.,162,861,172.5,9,6,2,6,2,,,2,0,Completed,1.53,2.37,1.52,2.45,,,1.549,2.72,1.57,2.33
11,Bogota,Copa Colsanitas Santander,2/20/2007,3,Outdoor,Clay,1st Round,3,Cravero J.,Tatishvili A.,144,293,209.75,76.75,7,5,4,6,6,2,2,1,Completed,1.57,2.25,1.6,2.25,,,1.662,2.41,1.62,2.22
11,Bogota,Copa Colsanitas Santander,2/20/2007,3,Outdoor,Clay,1st Round,3,Sromova H.,Cabeza Candela E.,130,247,226.75,104.5,6,1,6,2,,,2,0,Completed,1.72,2,1.87,1.87,,,1.962,1.943,1.72,2.06
11,Bogota,Copa Colsanitas Santander,2/21/2007,3,Outdoor,Clay,2nd Round,3,Loit E.,Suarez P.,52,157,449.5,174.75,6,4,4,6,6,3,2,1,Completed,1.72,2,1.8,1.95,1.87,1.87,1.98,1.926,1.77,2
11,Bogota,Copa Colsanitas Santander,2/21/2007,3,Outdoor,Clay,2nd Round,3,Zakopalova K.,Parmentier P.,145,177,209.5,161.5,6,2,6,3,,,2,0,Completed,1.53,2.37,1.6,2.25,1.6,2.25,1.709,2.31,1.57,2.33
11,Bogota,Copa Colsanitas Santander,2/21/2007,3,Outdoor,Clay,2nd Round,3,Vierin N.,Martinez Granados C.,222,191,119.25,148.75,6,2,6,2,,,2,0,Completed,2.2,1.61,2.05,1.72,2.05,1.72,2.13,1.813,2.1,1.7
11,Bogota,Copa Colsanitas Santander,2/21/2007,3,Outdoor,Clay,2nd Round,3,Vinci R.,Cornet A.,64,163,389,172,6,2,6,3,,,2,0,Completed,1.66,2.1,1.75,2,1.72,2.05,1.84,2.09,1.73,2.06
11,Bogota,Copa Colsanitas Santander,2/22/2007,3,Outdoor,Clay,2nd Round,3,Dominguez Lino L.,Arn G.,51,223,456.75,119.25,6,4,6,3,,,2,0,Completed,1.25,3.5,1.22,4,1.22,4,1.266,4.46,1.23,4
11,Bogota,Copa Colsanitas Santander,2/22/2007,3,Outdoor,Clay,2nd Round,3,Garbin T.,Cravero J.,29,144,669.5,209.75,6,3,6,0,,,2,0,Completed,1.25,3.5,1.2,4.25,1.25,3.75,1.269,4.42,1.2,4.3
11,Bogota,Copa Colsanitas Santander,2/22/2007,3,Outdoor,Clay,2nd Round,3,Zahlavova Strycova B.,Sromova H.,162,130,172.5,226.75,6,4,6,3,,,2,0,Completed,1.72,2,1.75,2,1.72,2.05,1.752,2.23,1.77,2
11,Bogota,Copa Colsanitas Santander,2/22/2007,3,Outdoor,Clay,2nd Round,3,Pennetta F.,Duque Marino M.,39,387,548,46.75,7,6,6,2,,,2,0,Completed,1.12,5.5,1.12,5.65,1.17,4.65,1.2,5.5,1.13,5.6
11,Bogota,Copa Colsanitas Santander,2/23/2007,3,Outdoor,Clay,Quarterfinals,3,Dominguez Lino L.,Zakopalova K.,51,145,456.75,209.5,4,6,6,3,6,3,2,1,Completed,1.5,2.5,1.53,2.4,1.57,2.3,1.641,2.46,1.6,2.27
11,Bogota,Copa Colsanitas Santander,2/23/2007,3,Outdoor,Clay,Quarterfinals,3,Vinci R.,Loit E.,64,52,389,449.5,6,3,4,6,6,2,2,1,Completed,2.62,1.44,2.65,1.45,2.5,1.5,2.61,1.585,2.65,1.45
11,Bogota,Copa Colsanitas Santander,2/23/2007,3,Outdoor,Clay,Quarterfinals,3,Garbin T.,Zahlavova Strycova B.,29,162,669.5,172.5,6,2,7,5,,,2,0,Completed,1.25,3.75,1.3,3.35,1.26,3.6,1.303,4,1.3,3.4
11,Bogota,Copa Colsanitas Santander,2/23/2007,3,Outdoor,Clay,Quarterfinals,3,Pennetta F.,Vierin N.,39,222,548,119.25,6,2,4,2,,,1,0,Retired,1.25,3.75,1.28,3.5,1.28,3.46,1.325,3.78,1.25,3.75
11,Bogota,Copa Colsanitas Santander,2/24/2007,3,Outdoor,Clay,Semifinals,3,Vinci R.,Pennetta F.,64,39,389,548,3,6,7,6,6,2,2,1,Completed,2.5,1.5,2.4,1.53,2.4,1.53,2.46,1.641,2.4,1.55
11,Bogota,Copa Colsanitas Santander,2/24/2007,3,Outdoor,Clay,Semifinals,3,Garbin T.,Dominguez Lino L.,29,51,669.5,456.75,6,3,6,1,,,2,0,Completed,1.5,2.5,1.53,2.4,1.53,2.4,1.625,2.5,1.55,2.37
11,Bogota,Copa Colsanitas Santander,2/25/2007,3,Outdoor,Clay,The Final,3,Vinci R.,Garbin T.,64,29,389,669.5,6,7,6,4,0,3,0,0,Retired,1.66,2.1,1.85,1.9,2,1.75,1.885,2.03,1.72,2.06
12,Dubai,Dubai Duty Free Women's Open,2/19/2007,2,Outdoor,Hard,1st Round,3,Kirilenko M.,Niculescu M.,32,206,622,135.25,6,3,6,0,,,2,0,Completed,1.07,7,1.1,6.3,,,1.135,7.7,,
12,Dubai,Dubai Duty Free Women's Open,2/19/2007,2,Outdoor,Hard,1st Round,3,Daniilidou E.,Li N.,42,16,519.75,1150,6,7,7,6,6,3,2,1,Completed,3.5,1.25,3.7,1.25,3.6,1.26,4.14,1.291,3.55,1.27
12,Dubai,Dubai Duty Free Women's Open,2/19/2007,2,Outdoor,Hard,1st Round,3,Molik A.,Groenefeld A.L.,90,20,321.75,944,6,3,6,4,,,2,0,Completed,1.33,3,1.28,3.5,1.3,3.1,1.377,3.45,1.3,3.35
12,Dubai,Dubai Duty Free Women's Open,2/19/2007,2,Outdoor,Hard,1st Round,3,Schnyder P.,Schiavone F.,13,22,1498,919,6,7,6,3,6,3,2,1,Completed,1.5,2.5,1.53,2.4,1.55,2.35,1.625,2.5,1.55,2.4
12,Dubai,Dubai Duty Free Women's Open,2/19/2007,2,Outdoor,Hard,1st Round,3,Sugiyama A.,Sfar S.,24,176,897,162,6,4,5,7,6,3,2,1,Completed,1.12,5.5,1.15,5,1.14,5.2,1.149,7.13,1.14,5.4
12,Dubai,Dubai Duty Free Women's Open,2/20/2007,2,Outdoor,Hard,1st Round,3,Hantuchova D.,Vesnina E.,19,56,961,433.75,6,1,6,3,,,2,0,Completed,1.44,2.62,1.36,3,1.4,2.8,1.461,2.97,1.46,2.6
12,Dubai,Dubai Duty Free Women's Open,2/20/2007,2,Outdoor,Hard,1st Round,3,Shaughnessy M.,Gagliardi E.,41,112,531,262.75,6,3,6,4,,,2,0,Completed,2.2,1.61,2.05,1.72,2,1.75,2.1,1.833,1.92,1.84
12,Dubai,Dubai Duty Free Women's Open,2/20/2007,2,Outdoor,Hard,1st Round,3,Paszek T.,Srebotnik K.,127,23,234.75,915,7,5,6,3,,,2,0,Completed,2.62,1.44,2.5,1.5,2.65,1.45,2.66,1.568,2.5,1.5
12,Dubai,Dubai Duty Free Women's Open,2/20/2007,2,Outdoor,Hard,1st Round,3,Medina Garrigues A.,Kremer A.,33,109,614,268.5,6,3,6,4,,,2,0,Completed,1.44,2.62,1.55,2.35,1.45,2.65,1.51,2.81,,
12,Dubai,Dubai Duty Free Women's Open,2/20/2007,2,Outdoor,Hard,1st Round,3,Dushevina V.,Likhovtseva E.,115,49,260.5,469,6,2,,,,,1,0,Retired,2.2,1.61,2,1.75,2.12,1.67,2.1,1.833,2.12,1.68
12,Dubai,Dubai Duty Free Women's Open,2/20/2007,2,Outdoor,Hard,1st Round,3,Jankovic J.,Rezai A.,11,47,1626,481,6,1,6,2,,,2,0,Completed,1.07,7,1.09,6.6,1.08,6.95,1.091,10,1.1,6.6
12,Dubai,Dubai Duty Free Women's Open,2/20/2007,2,Outdoor,Hard,1st Round,3,Santangelo M.,Muller M.,38,34,561,596.25,6,3,7,6,,,2,0,Completed,1.53,2.37,1.51,2.45,1.53,2.4,1.559,2.69,1.5,2.5
12,Dubai,Dubai Duty Free Women's Open,2/21/2007,2,Outdoor,Hard,2nd Round,3,Schnyder P.,Molik A.,13,90,1498,321.75,4,6,6,2,6,4,2,1,Completed,1.28,3.5,1.28,3.5,1.3,3.3,1.365,3.54,1.31,3.3
12,Dubai,Dubai Duty Free Women's Open,2/21/2007,2,Outdoor,Hard,2nd Round,3,Daniilidou E.,Sugiyama A.,42,24,519.75,897,5,7,6,1,7,5,2,1,Completed,1.72,2,1.69,2.1,1.75,2,1.769,2.2,1.75,2.05
12,Dubai,Dubai Duty Free Women's Open,2/21/2007,2,Outdoor,Hard,2nd Round,3,Hantuchova D.,Kirilenko M.,19,32,961,622,2,6,6,4,7,6,2,1,Completed,1.36,3,1.4,2.8,1.42,2.75,1.538,2.76,1.42,2.76
12,Dubai,Dubai Duty Free Women's Open,2/21/2007,2,Outdoor,Hard,2nd Round,3,Kuznetsova S.,Shaughnessy M.,5,41,2554,531,6,1,7,6,,,2,0,Completed,1.12,5.5,1.16,4.9,1.15,5,1.161,6.6,1.16,5
12,Dubai,Dubai Duty Free Women's Open,2/21/2007,2,Outdoor,Hard,2nd Round,3,Jankovic J.,Santangelo M.,11,38,1626,561,6,3,7,5,,,2,0,Completed,1.06,8,1.08,7,1.05,8.5,1.095,9.5,1.07,8
12,Dubai,Dubai Duty Free Women's Open,2/21/2007,2,Outdoor,Hard,2nd Round,3,Mauresmo A.,Dushevina V.,3,115,2910,260.5,6,2,6,2,,,2,0,Completed,1.05,8.5,1.08,7,1.07,7.35,1.068,12.75,1.08,7.3
12,Dubai,Dubai Duty Free Women's Open,2/21/2007,2,Outdoor,Hard,2nd Round,3,Henin J.,Paszek T.,2,127,3436,234.75,4,6,7,5,6,1,2,1,Completed,1.03,10,1.05,9,1.04,8.5,1.063,14,1.06,8.5
12,Dubai,Dubai Duty Free Women's Open,2/21/2007,2,Outdoor,Hard,2nd Round,3,Hingis M.,Medina Garrigues A.,6,33,2359,614,5,7,6,3,6,4,2,1,Completed,1.05,8.5,1.1,6.3,1.07,7.35,1.111,8.75,1.09,7
12,Dubai,Dubai Duty Free Women's Open,2/22/2007,2,Outdoor,Hard,Quarterfinals,3,Mauresmo A.,Hantuchova D.,3,19,2910,961,6,3,3,6,6,4,2,1,Completed,1.14,5,1.11,6,1.14,5.2,1.185,5.91,1.17,4.8
12,Dubai,Dubai Duty Free Women's Open,2/22/2007,2,Outdoor,Hard,Quarterfinals,3,Jankovic J.,Hingis M.,11,6,1626,2359,7,6,6,2,,,2,0,Completed,1.72,2,1.85,1.9,1.75,2,1.87,2.05,1.73,2.06
12,Dubai,Dubai Duty Free Women's Open,2/22/2007,2,Outdoor,Hard,Quarterfinals,3,Kuznetsova S.,Schnyder P.,5,13,2554,1498,6,3,6,4,,,2,0,Completed,1.44,2.62,1.43,2.7,1.45,2.65,1.488,2.85,1.54,2.4
12,Dubai,Dubai Duty Free Women's Open,2/22/2007,2,Outdoor,Hard,Quarterfinals,3,Henin J.,Daniilidou E.,2,42,3436,519.75,6,0,6,2,,,2,0,Completed,1.1,6.5,1.11,6,1.1,6.2,1.135,7.7,1.1,6.75
12,Dubai,Dubai Duty Free Women's Open,2/23/2007,2,Outdoor,Hard,Semifinals,3,Henin J.,Kuznetsova S.,2,5,3436,2554,1,6,6,4,6,0,2,1,Completed,1.3,3.39,1.28,3.5,1.28,3.46,1.325,3.78,1.33,3.2
12,Dubai,Dubai Duty Free Women's Open,2/23/2007,2,Outdoor,Hard,Semifinals,3,Mauresmo A.,Jankovic J.,3,11,2910,1626,6,2,,,,,1,0,Retired,1.72,2,1.72,2.05,1.65,2.15,1.704,2.32,1.75,2.03
12,Dubai,Dubai Duty Free Women's Open,2/24/2007,2,Outdoor,Hard,The Final,3,Henin J.,Mauresmo A.,2,3,3436,2910,6,4,7,5,,,2,0,Completed,1.61,2.2,1.69,2.1,1.65,2.15,1.769,2.2,1.68,2.12
13,Memphis,Regions Morgan Keegan Championships & the Cellular South Cup,2/19/2007,3,Indoor,Hard,1st Round,3,Tu M.,Harkleroad A.,70,81,369.5,338,6,4,6,3,,,2,0,Completed,,,2.1,1.69,,,2.03,1.885,,
13,Memphis,Regions Morgan Keegan Championships & the Cellular South Cup,2/19/2007,3,Indoor,Hard,1st Round,3,Pratt N.,Osterloh L.,46,122,481.25,245.5,6,3,6,0,,,2,0,Completed,1.57,2.25,1.65,2.2,1.63,2.2,1.68,2.37,,
13,Memphis,Regions Morgan Keegan Championships & the Cellular South Cup,2/19/2007,3,Indoor,Hard,1st Round,3,Mattek B.,Raymond L.,126,179,239.5,161.25,6,2,7,5,,,2,0,Completed,1.72,2,1.87,1.87,1.72,2.05,1.87,2.05,1.75,2.02
13,Memphis,Regions Morgan Keegan Championships & the Cellular South Cup,2/19/2007,3,Indoor,Hard,1st Round,3,Perry S.,Fedossova Y.,53,119,449,250.25,6,7,6,3,7,5,2,1,Completed,1.5,2.5,1.5,2.5,1.5,2.5,1.559,2.69,1.55,2.38
13,Memphis,Regions Morgan Keegan Championships & the Cellular South Cup,2/19/2007,3,Indoor,Hard,1st Round,3,Wozniacki C.,Foretz S.,160,121,173.75,246.25,2,6,7,6,6,3,2,1,Completed,1.5,2.5,1.53,2.4,1.55,2.35,1.625,2.5,1.55,2.38
13,Memphis,Regions Morgan Keegan Championships & the Cellular South Cup,2/19/2007,3,Indoor,Hard,1st Round,3,Craybas J.,Liggan K.,55,229,443.5,116.5,6,4,6,4,,,2,0,Completed,1.16,4.5,1.12,5.65,1.15,5,1.188,5.81,,
13,Memphis,Regions Morgan Keegan Championships & the Cellular South Cup,2/19/2007,3,Indoor,Hard,1st Round,3,Olaru I.,Albanese L.,254,277,99.25,83,3,6,6,4,6,3,2,1,Completed,1.44,2.62,1.45,2.65,,,1.488,2.85,,
13,Memphis,Regions Morgan Keegan Championships & the Cellular South Cup,2/20/2007,3,Indoor,Hard,1st Round,3,Spears A.,King V.,138,79,218,347.5,4,6,6,2,7,6,2,1,Completed,2.5,1.5,2.35,1.55,2.35,1.55,2.65,1.571,2.5,1.5
13,Memphis,Regions Morgan Keegan Championships & the Cellular South Cup,2/20/2007,3,Indoor,Hard,1st Round,3,Williams V.,Morigami A.,54,65,445,388,6,1,2,6,6,4,2,1,Completed,1.14,5,1.14,5.25,1.17,4.65,1.247,4.65,1.18,4.6
13,Memphis,Regions Morgan Keegan Championships & the Cellular South Cup,2/20/2007,3,Indoor,Hard,1st Round,3,Granville L.,Bartoli M.,66,25,386,886,7,5,4,6,6,0,2,1,Completed,2.37,1.53,2.2,1.63,2.25,1.6,2.16,1.794,2.12,1.68
13,Memphis,Regions Morgan Keegan Championships & the Cellular South Cup,2/20/2007,3,Indoor,Hard,1st Round,3,Gajdosova J.,Birnerova E.,91,71,321.5,368.75,7,5,6,3,,,2,0,Completed,1.9,1.8,1.95,1.8,1.9,1.85,2,1.909,1.96,1.8
13,Memphis,Regions Morgan Keegan Championships & the Cellular South Cup,2/20/2007,3,Indoor,Hard,1st Round,3,Peer S.,Laine E.,17,97,1139,297.25,6,4,6,3,,,2,0,Completed,1.1,6,1.08,7,1.1,6.25,1.132,7.9,1.11,6.2
13,Memphis,Regions Morgan Keegan Championships & the Cellular South Cup,2/20/2007,3,Indoor,Hard,1st Round,3,Pin C.,Lepchenko V.,76,95,356.75,306,7,5,6,1,,,2,0,Completed,1.5,2.5,1.5,2.5,1.5,2.5,1.571,2.65,1.5,2.5
13,Memphis,Regions Morgan Keegan Championships & the Cellular South Cup,2/20/2007,3,Indoor,Hard,1st Round,3,Stosur S.,Wozniak A.,28,105,713,273.75,6,2,7,5,,,2,0,Completed,1.18,4.33,1.18,4.5,1.2,4.2,1.238,4.8,1.18,4.6
13,Memphis,Regions Morgan Keegan Championships & the Cellular South Cup,2/20/2007,3,Indoor,Hard,1st Round,3,Sequera M.,Jidkova A.,84,262,330.75,94,6,4,1,6,7,5,2,1,Completed,1.83,1.83,1.95,1.8,1.91,1.83,1.952,1.952,2,1.77
13,Memphis,Regions Morgan Keegan Championships & the Cellular South Cup,2/20/2007,3,Indoor,Hard,1st Round,3,Arvidsson S.,Bychkova E.,74,83,359,333,6,3,0,6,6,4,2,1,Completed,2.1,1.66,2.15,1.66,2.15,1.65,2.32,1.704,2.1,1.7
13,Memphis,Regions Morgan Keegan Championships & the Cellular South Cup,2/20/2007,3,Indoor,Hard,2nd Round,3,Tu M.,Craybas J.,70,55,369.5,443.5,6,3,6,1,,,2,0,Completed,2.5,1.5,2.4,1.53,2.3,1.57,2.57,1.599,2.45,1.52
13,Memphis,Regions Morgan Keegan Championships & the Cellular South Cup,2/21/2007,3,Indoor,Hard,2nd Round,3,Williams V.,Wozniacki C.,54,160,445,173.75,6,4,6,4,,,2,0,Completed,1.19,4.33,1.18,4.5,1.2,4.2,1.226,5.02,1.2,4.3
13,Memphis,Regions Morgan Keegan Championships & the Cellular South Cup,2/21/2007,3,Indoor,Hard,2nd Round,3,Stosur S.,Pin C.,28,76,713,356.75,6,2,6,7,6,1,2,1,Completed,1.36,3,1.38,2.9,1.4,2.8,1.441,3.07,1.42,2.78
13,Memphis,Regions Morgan Keegan Championships & the Cellular South Cup,2/21/2007,3,Indoor,Hard,2nd Round,3,Mattek B.,Perry S.,126,53,239.5,449,6,2,0,1,,,1,0,Retired,2.2,1.61,1.95,1.8,2.05,1.72,2.21,1.763,2.12,1.68
13,Memphis,Regions Morgan Keegan Championships & the Cellular South Cup,2/21/2007,3,Indoor,Hard,2nd Round,3,Granville L.,Gajdosova J.,66,91,386,321.5,7,5,3,6,7,5,2,1,Completed,1.36,3,1.33,3.15,1.36,3,1.42,3.18,1.4,2.85
13,Memphis,Regions Morgan Keegan Championships & the Cellular South Cup,2/21/2007,3,Indoor,Hard,2nd Round,3,Arvidsson S.,Pratt N.,74,46,359,481.25,5,7,6,4,6,3,2,1,Completed,2.1,1.66,1.95,1.8,2,1.75,2.15,1.8,2,1.77
13,Memphis,Regions Morgan Keegan Championships & the Cellular South Cup,2/21/2007,3,Indoor,Hard,2nd Round,3,Peer S.,Sequera M.,17,84,1139,330.75,6,0,6,0,,,2,0,Completed,1.05,8.5,1.08,7,1.08,6.95,1.077,11.5,1.07,7.8
13,Memphis,Regions Morgan Keegan Championships & the Cellular South Cup,2/22/2007,3,Indoor,Hard,2nd Round,3,Olaru I.,Spears A.,254,138,99.25,218,6,3,6,3,,,2,0,Completed,2,1.72,2.05,1.72,2,1.75,2.18,1.781,1.96,1.8
13,Memphis,Regions Morgan Keegan Championships & the Cellular South Cup,2/22/2007,3,Indoor,Hard,Quarterfinals,3,Peer S.,Mattek B.,17,126,1139,239.5,6,0,6,3,,,2,0,Completed,1.1,6,1.13,5.4,1.12,5.65,1.13,8,1.12,5.8
13,Memphis,Regions Morgan Keegan Championships & the Cellular South Cup,2/22/2007,3,Indoor,Hard,Quarterfinals,3,Olaru I.,Stosur S.,254,28,99.25,713,5,1,,,,,0,0,Retired,5.5,1.12,5,1.15,5,1.15,5.37,1.21,5.2,1.15
13,Memphis,Regions Morgan Keegan Championships & the Cellular South Cup,2/22/2007,3,Indoor,Hard,Quarterfinals,3,Tu M.,Arvidsson S.,70,74,369.5,359,6,0,6,2,,,2,0,Completed,2,1.72,1.95,1.8,1.9,1.85,1.943,1.962,1.95,1.8
13,Memphis,Regions Morgan Keegan Championships & the Cellular South Cup,2/23/2007,3,Indoor,Hard,Quarterfinals,3,Williams V.,Granville L.,54,66,445,386,7,6,6,4,,,2,0,Completed,1.16,4.5,1.2,4.25,1.2,4.25,1.123,8.35,1.18,4.6
13,Memphis,Regions Morgan Keegan Championships & the Cellular South Cup,2/23/2007,3,Indoor,Hard,Semifinals,3,Peer S.,Tu M.,17,70,1139,369.5,6,4,7,5,,,2,0,Completed,1.06,8,1.11,6,1.1,6.25,1.111,8.75,1.1,6.5
13,Memphis,Regions Morgan Keegan Championships & the Cellular South Cup,2/24/2007,3,Indoor,Hard,Semifinals,3,Williams V.,Olaru I.,54,254,445,99.25,6,3,6,2,,,2,0,Completed,1.07,7.5,1.08,7,1.1,6.25,1.135,7.7,1.09,7
