ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,IWW,IWL,SBW,SBL,B&WW,B&WL
10,Vina del Mar,Bellsouth Open,2/15/03,International,Outdoor,Clay,Quarterfinals,3,Gaudio G.,Mantilla F.,22,50,6,2,3,6,6,3,,,,,2,1,Completed,1.615,2.2,,,1.7,1.8,,,1.6,1.95
10,Vina del Mar,Bellsouth Open,2/15/03,International,Outdoor,Clay,Semifinals,3,Sanchez D.,Montanes A.,57,81,7,6,3,6,6,1,,,,,2,1,Completed,,,,,1.65,1.85,1.75,1.952,1.7,1.8
10,Vina del Mar,Bellsouth Open,2/16/03,International,Outdoor,Clay,Semifinals,3,Rios M.,Gaudio G.,37,22,6,3,6,2,,,,,,,2,0,Completed,1.909,1.8,,,1.9,1.6,1.833,1.833,1.88,1.66
10,Vina del Mar,Bellsouth Open,2/17/03,International,Outdoor,Clay,The Final,3,Rios M.,Sanchez D.,37,57,1,6,6,3,6,3,,,,,2,1,Completed,3.25,1.33,,,2.3,1.4,,,3.1,1.25
11,Buenos Aires,Copa AT&T,2/17/03,International,Outdoor,Clay,1st Round,3,Massa E.,Martin A.,217,63,6,4,6,4,,,,,,,2,0,Completed,3,1.333,,,2.5,1.35,,,2.75,1.32
11,Buenos Aires,Copa AT&T,2/17/03,International,Outdoor,Clay,1st Round,3,Squillari F.,Sa A.,81,66,2,6,6,3,6,2,,,,,2,1,Completed,1.4,2.75,,,1.4,2.3,1.364,2.875,1.34,2.65
11,Buenos Aires,Copa AT&T,2/17/03,International,Outdoor,Clay,1st Round,3,Zabaleta M.,Savolt A.,43,102,6,3,6,4,,,,,,,2,0,Completed,1.444,2.625,,,1.4,2.3,1.533,2.375,1.34,2.65
11,Buenos Aires,Copa AT&T,2/18/03,International,Outdoor,Clay,1st Round,3,Calleri A.,Massu N.,44,67,6,4,2,6,6,4,,,,,2,1,Completed,1.615,2.2,,,1.5,2.1,1.667,2.1,1.49,2.16
11,Buenos Aires,Copa AT&T,2/18/03,International,Outdoor,Clay,1st Round,3,Chela J.I.,Charpentier M.,26,194,2,6,6,3,6,1,,,,,2,1,Completed,1.333,3.25,,,1.2,3.3,1.25,3.5,1.28,2.9
11,Buenos Aires,Copa AT&T,2/18/03,International,Outdoor,Clay,1st Round,3,Coria G.,Acasuso J.,36,40,6,3,3,6,6,2,,,,,2,1,Completed,,,,,1.55,2,1.615,2.2,1.57,1.98
11,Buenos Aires,Copa AT&T,2/18/03,International,Outdoor,Clay,1st Round,3,Gonzalez F.,Sanchez D.,22,42,7,6,6,3,,,,,,,2,0,Completed,1.615,2.2,,,1.65,1.85,1.727,2,1.48,2.17
11,Buenos Aires,Copa AT&T,2/18/03,International,Outdoor,Clay,1st Round,3,Horna L.,Prodon E.,89,240,6,3,6,2,,,,,,,2,0,Completed,1.444,2.625,,,1.4,2.3,,,1.3,2.85
11,Buenos Aires,Copa AT&T,2/18/03,International,Outdoor,Clay,1st Round,3,Lapentti N.,Gaudenzi A.,38,115,6,4,6,1,,,,,,,2,0,Completed,1.533,2.375,,,1.45,2.2,1.5,2.5,1.4,2.4
11,Buenos Aires,Copa AT&T,2/18/03,International,Outdoor,Clay,1st Round,3,Mantilla F.,Portas A.,47,95,6,3,6,1,,,,,,,2,0,Completed,1.444,2.625,,,1.4,2.3,1.4,2.75,1.31,2.8
11,Buenos Aires,Copa AT&T,2/18/03,International,Outdoor,Clay,1st Round,3,Meligeni F.,Montanes A.,79,73,6,4,6,1,,,,,,,2,0,Completed,2.375,1.533,,,1.9,1.6,2.25,1.571,2,1.56
11,Buenos Aires,Copa AT&T,2/18/03,International,Outdoor,Clay,1st Round,3,Moya C.,Ferrer D.,4,49,6,3,6,3,,,,,,,2,0,Completed,1.333,3,,,1.25,3,1.333,3,1.17,3.7
11,Buenos Aires,Copa AT&T,2/18/03,International,Outdoor,Clay,1st Round,3,Nalbandian D.,Vicente F.,9,48,6,3,7,5,,,,,,,2,0,Completed,1.4,2.75,,,1.4,2.3,1.444,2.625,1.35,2.6
11,Buenos Aires,Copa AT&T,2/18/03,International,Outdoor,Clay,1st Round,3,Saretta F.,Etlis G.,90,231,7,6,6,3,,,,,,,2,0,Completed,1.727,2,,,1.7,1.8,,,1.65,1.9
11,Buenos Aires,Copa AT&T,2/19/03,International,Outdoor,Clay,1st Round,3,Gaudio G.,Puerta M.,20,110,6,4,6,2,,,,,,,2,0,Completed,1.222,3.75,,,1.25,3,,,1.12,4.35
11,Buenos Aires,Copa AT&T,2/19/03,International,Outdoor,Clay,1st Round,3,Kuerten G.,Rios M.,29,31,6,2,6,4,,,,,,,2,0,Completed,1.533,2.375,,,1.55,2,,,1.5,2.15
11,Buenos Aires,Copa AT&T,2/19/03,International,Outdoor,Clay,2nd Round,3,Coria G.,Zabaleta M.,36,43,6,4,2,6,6,3,,,,,2,1,Completed,1.571,2.25,,,1.55,2,1.571,2.25,1.4,2.4
11,Buenos Aires,Copa AT&T,2/19/03,International,Outdoor,Clay,2nd Round,3,Horna L.,Lapentti N.,89,38,6,3,6,4,,,,,,,2,0,Completed,2.75,1.4,,,2.5,1.35,2.75,1.4,3.1,1.25
11,Buenos Aires,Copa AT&T,2/19/03,International,Outdoor,Clay,2nd Round,3,Moya C.,Massa E.,4,217,6,2,6,2,,,,,,,2,0,Completed,1.111,6,,,1.1,4.5,1.1,6,1.08,5
11,Buenos Aires,Copa AT&T,2/19/03,International,Outdoor,Clay,2nd Round,3,Nalbandian D.,Squillari F.,9,81,6,1,6,3,,,,,,,2,0,Completed,1.444,2.625,,,1.4,2.3,1.444,2.625,1.3,2.85
11,Buenos Aires,Copa AT&T,2/20/03,International,Outdoor,Clay,2nd Round,3,Gaudio G.,Meligeni F.,20,79,7,6,4,6,6,0,,,,,2,1,Completed,1.25,3.75,,,1.25,3,1.222,3.75,1.11,4.5
11,Buenos Aires,Copa AT&T,2/20/03,International,Outdoor,Clay,2nd Round,3,Mantilla F.,Gonzalez F.,47,22,,,,,,,,,,,0,0,Walkover,1.8,1.909,,,1.75,1.75,1.9,1.8,1.43,2.28
11,Buenos Aires,Copa AT&T,2/21/03,International,Outdoor,Clay,2nd Round,3,Chela J.I.,Calleri A.,26,44,7,5,7,5,,,,,,,2,0,Completed,1.667,2.1,,,1.55,2,1.727,2,1.6,1.95
11,Buenos Aires,Copa AT&T,2/21/03,International,Outdoor,Clay,2nd Round,3,Kuerten G.,Saretta F.,29,90,6,4,6,7,7,5,,,,,2,1,Completed,1.2,4.333,,,1.2,3.3,1.143,5,1.13,4.25
11,Buenos Aires,Copa AT&T,2/21/03,International,Outdoor,Clay,Quarterfinals,3,Coria G.,Nalbandian D.,36,9,3,6,6,3,7,6,,,,,2,1,Completed,2.2,1.615,,,1.9,1.6,2.05,1.7,2.16,1.49
11,Buenos Aires,Copa AT&T,2/21/03,International,Outdoor,Clay,Quarterfinals,3,Gaudio G.,Chela J.I.,20,26,6,3,6,4,,,,,,,2,0,Completed,1.727,2,,,1.65,1.85,1.727,2,1.7,1.8
11,Buenos Aires,Copa AT&T,2/21/03,International,Outdoor,Clay,Quarterfinals,3,Kuerten G.,Mantilla F.,29,47,6,2,6,7,6,1,,,,,2,1,Completed,1.5,2.5,,,1.5,2.1,1.571,2.25,1.35,2.6
11,Buenos Aires,Copa AT&T,2/22/03,International,Outdoor,Clay,Quarterfinals,3,Moya C.,Horna L.,4,89,6,7,6,3,7,5,,,,,2,1,Completed,1.167,4.5,,,1.2,3.3,1.143,5,1.11,4.5
11,Buenos Aires,Copa AT&T,2/22/03,International,Outdoor,Clay,Semifinals,3,Coria G.,Gaudio G.,36,20,6,3,1,6,6,3,,,,,2,1,Completed,2.1,1.667,,,1.9,1.6,2.2,1.615,1.95,1.6
11,Buenos Aires,Copa AT&T,2/22/03,International,Outdoor,Clay,Semifinals,3,Moya C.,Kuerten G.,4,29,7,6,6,1,,,,,,,2,0,Completed,1.909,1.8,,,1.75,1.75,2,1.727,1.77,1.73
11,Buenos Aires,Copa AT&T,2/23/03,International,Outdoor,Clay,The Final,3,Moya C.,Coria G.,4,36,6,3,4,6,6,4,,,,,2,1,Completed,1.5,2.5,,,1.45,2.2,1.444,2.625,1.39,2.41
12,Memphis,Kroger St. Jude,2/17/03,International Gold,Indoor,Hard,1st Round,3,Fish M.,Varlet J.,74,135,3,6,7,6,6,4,,,,,2,1,Completed,1.444,2.625,,,1.3,2.7,,,1.39,2.41
12,Memphis,Kroger St. Jude,2/17/03,International Gold,Indoor,Hard,1st Round,3,Ginepri R.,Sargsian S.,87,77,6,3,6,4,,,,,,,2,0,Completed,1.833,1.833,,,1.75,1.75,1.727,2,1.8,1.7
12,Memphis,Kroger St. Jude,2/17/03,International Gold,Indoor,Hard,1st Round,3,Labadze I.,Lisnard J.R.,118,85,7,5,6,4,,,,,,,2,0,Completed,2.25,1.571,,,2.2,1.45,2.25,1.571,2.1,1.52
12,Memphis,Kroger St. Jude,2/17/03,International Gold,Indoor,Hard,1st Round,3,Taino E.,Carlsen K.,176,60,6,7,6,4,6,4,,,,,2,1,Completed,2.75,1.4,,,2.3,1.4,,,2.85,1.3
12,Memphis,Kroger St. Jude,2/17/03,International Gold,Indoor,Hard,1st Round,3,Vahaly B.,Burgsmuller L.,97,106,6,3,6,4,,,,,,,2,0,Completed,1.727,2,,,1.7,1.8,1.727,2,1.6,1.95
12,Memphis,Kroger St. Jude,2/18/03,International Gold,Indoor,Hard,1st Round,3,Dent T.,Philippoussis M.,68,91,7,6,6,1,,,,,,,2,0,Completed,2.5,1.5,,,2.2,1.45,2.75,1.4,2.6,1.35
12,Memphis,Kroger St. Jude,2/18/03,International Gold,Indoor,Hard,1st Round,3,Morrison J.,Ferreira W.,107,28,7,5,6,4,,,,,,,2,0,Completed,2.75,1.4,,,2.5,1.35,2.875,1.364,3.5,1.18
12,Memphis,Kroger St. Jude,2/18/03,International Gold,Indoor,Hard,1st Round,3,Norman M.,Davydenko N.,101,58,4,6,0,0,,,,,,,0,1,Retired,2.2,1.615,,,1.85,1.65,,,2.65,1.34
12,Memphis,Kroger St. Jude,2/18/03,International Gold,Indoor,Hard,1st Round,3,Spadea V.,Baker B.,70,615,6,2,6,0,,,,,,,2,0,Completed,1.167,4.5,,,1.1,4.5,,,1.09,4.7
12,Memphis,Kroger St. Jude,2/19/03,International Gold,Indoor,Hard,1st Round,3,Blake J.,Vanek J.,23,192,6,3,6,0,,,,,,,2,0,Completed,1.125,5.5,,,1.1,4.5,1.1,6,1.03,7
12,Memphis,Kroger St. Jude,2/19/03,International Gold,Indoor,Hard,1st Round,3,Gambill J. M.,Krajan Z.,34,103,4,6,6,3,6,4,,,,,2,1,Completed,1.222,3.75,,,1.25,3,1.2,4,1.15,4
12,Memphis,Kroger St. Jude,2/19/03,International Gold,Indoor,Hard,1st Round,3,Lee H.T.,Gimelstob J.,62,86,6,3,6,4,,,,,,,2,0,Completed,1.667,2.1,,,1.6,1.9,1.667,2.1,1.66,1.88
12,Memphis,Kroger St. Jude,2/19/03,International Gold,Indoor,Hard,1st Round,3,Roddick A.,Mamiit C.,6,116,6,4,6,4,,,,,,,2,0,Completed,1.125,5.5,,,1.1,4.5,,,1.06,5.65
12,Memphis,Kroger St. Jude,2/19/03,International Gold,Indoor,Hard,1st Round,3,Srichaphan P.,Chang M.,13,120,6,4,6,2,,,,,,,2,0,Completed,1.222,3.75,,,1.15,3.8,1.167,4.5,1.1,4.65
12,Memphis,Kroger St. Jude,2/19/03,International Gold,Indoor,Hard,1st Round,3,Voltchkov V.,Bryan B.,76,225,6,3,6,3,,,,,,,2,0,Completed,1.444,2.625,,,1.4,2.3,1.444,2.625,1.34,2.65
12,Memphis,Kroger St. Jude,2/20/03,International Gold,Indoor,Hard,1st Round,3,Sanguinetti D.,Martin T.,61,59,7,6,6,3,,,,,,,2,0,Completed,2,1.727,,,1.9,1.6,2.1,1.667,1.8,1.7
12,Memphis,Kroger St. Jude,2/20/03,International Gold,Indoor,Hard,2nd Round,3,Dent T.,Gambill J. M.,68,34,7,6,7,6,,,,,,,2,0,Completed,2.2,1.615,,,1.9,1.6,2.1,1.667,1.85,1.67
12,Memphis,Kroger St. Jude,2/20/03,International Gold,Indoor,Hard,2nd Round,3,Ginepri R.,Sanguinetti D.,87,61,6,3,7,6,,,,,,,2,0,Completed,2.25,1.571,,,2.1,1.5,2.25,1.571,2.16,1.49
12,Memphis,Kroger St. Jude,2/20/03,International Gold,Indoor,Hard,2nd Round,3,Labadze I.,Blake J.,118,23,7,6,7,5,,,,,,,2,0,Completed,6.5,1.1,,,4.5,1.1,5.5,1.125,6.1,1.05
12,Memphis,Kroger St. Jude,2/20/03,International Gold,Indoor,Hard,2nd Round,3,Spadea V.,Norman M.,70,101,6,4,6,4,,,,,,,2,0,Completed,1.667,2.1,,,1.6,1.9,1.667,2.1,1.55,2.05
12,Memphis,Kroger St. Jude,2/20/03,International Gold,Indoor,Hard,2nd Round,3,Vahaly B.,Taino E.,97,176,6,2,6,4,,,,,,,2,0,Completed,1.571,2.25,,,1.55,2,1.615,2.2,1.56,2
12,Memphis,Kroger St. Jude,2/20/03,International Gold,Indoor,Hard,2nd Round,3,Voltchkov V.,Morrison J.,76,107,6,2,4,6,6,4,,,,,2,1,Completed,1.615,2.2,,,1.45,2.2,1.533,2.375,1.6,1.95
12,Memphis,Kroger St. Jude,2/21/03,International Gold,Indoor,Hard,2nd Round,3,Fish M.,Srichaphan P.,74,13,6,7,7,6,6,1,,,,,2,1,Completed,2.75,1.4,,,2.7,1.3,3,1.333,2.9,1.28
12,Memphis,Kroger St. Jude,2/21/03,International Gold,Indoor,Hard,2nd Round,3,Roddick A.,Lee H.T.,6,62,5,7,6,4,7,6,,,,,2,1,Completed,1.333,3.25,,,1.3,2.7,1.222,3.75,1.21,3.35
12,Memphis,Kroger St. Jude,2/21/03,International Gold,Indoor,Hard,Quarterfinals,3,Dent T.,Voltchkov V.,68,76,7,6,6,2,,,,,,,2,0,Completed,1.8,1.909,,,1.7,1.8,1.833,1.833,1.75,1.75
12,Memphis,Kroger St. Jude,2/21/03,International Gold,Indoor,Hard,Quarterfinals,3,Spadea V.,Fish M.,70,74,6,2,4,6,6,3,,,,,2,1,Completed,2,1.727,,,1.75,1.75,2,1.727,1.8,1.7
12,Memphis,Kroger St. Jude,2/21/03,International Gold,Indoor,Hard,Quarterfinals,3,Vahaly B.,Labadze I.,97,118,6,3,4,6,6,4,,,,,2,1,Completed,1.833,1.833,,,1.75,1.75,1.667,2.1,1.64,1.91
12,Memphis,Kroger St. Jude,2/22/03,International Gold,Indoor,Hard,Quarterfinals,3,Roddick A.,Ginepri R.,6,87,6,4,6,4,,,,,,,2,0,Completed,1.2,4,,,1.25,3,,,1.29,2.87
12,Memphis,Kroger St. Jude,2/22/03,International Gold,Indoor,Hard,Semifinals,3,Dent T.,Spadea V.,68,70,6,2,6,4,,,,,,,2,0,Completed,1.667,2.1,,,1.7,1.8,1.7,2.05,1.6,1.95
12,Memphis,Kroger St. Jude,2/22/03,International Gold,Indoor,Hard,Semifinals,3,Roddick A.,Vahaly B.,6,97,7,5,6,1,,,,,,,2,0,Completed,1.167,4.5,,,1.2,3.3,1.167,4.5,1.18,3.5
12,Memphis,Kroger St. Jude,2/23/03,International Gold,Indoor,Hard,The Final,3,Dent T.,Roddick A.,68,6,6,1,6,4,,,,,,,2,0,Completed,3.25,1.333,,,2.5,1.35,2.875,1.364,3.35,1.21
13,Rotterdam,ABN AMRO World Tennis Tournament,2/17/03,International Gold,Indoor,Hard,1st Round,3,Hrbaty D.,Voinea A.,53,80,6,4,6,2,,,,,,,2,0,Completed,,,,,,,,,,
13,Rotterdam,ABN AMRO World Tennis Tournament,2/17/03,International Gold,Indoor,Hard,1st Round,3,Mirnyi M.,Ancic M.,46,65,6,7,7,6,6,4,,,,,2,1,Completed,2,1.727,,,1.9,1.6,2.1,1.667,1.85,1.67
13,Rotterdam,ABN AMRO World Tennis Tournament,2/17/03,International Gold,Indoor,Hard,1st Round,3,Nieminen J.,Corretja A.,35,17,6,4,6,0,,,,,,,2,0,Completed,1.833,1.833,,,1.7,1.8,1.833,1.833,1.75,1.75
13,Rotterdam,ABN AMRO World Tennis Tournament,2/17/03,International Gold,Indoor,Hard,1st Round,3,Rochus O.,Koubek S.,83,51,6,2,6,1,,,,,,,2,0,Completed,1.833,1.833,,,1.6,1.9,1.727,2,1.64,1.91
13,Rotterdam,ABN AMRO World Tennis Tournament,2/17/03,International Gold,Indoor,Hard,1st Round,3,Schalken S.,Rochus C.,19,136,6,3,6,3,,,,,,,2,0,Completed,1.364,2.875,,,1.3,2.7,1.333,3,1.17,3.7
13,Rotterdam,ABN AMRO World Tennis Tournament,2/18/03,International Gold,Indoor,Hard,1st Round,3,Ferrero J.C.,Arthurs W.,3,45,7,6,7,6,,,,,,,2,0,Completed,1.25,3.5,,,1.25,3,1.25,3.5,1.15,4
13,Rotterdam,ABN AMRO World Tennis Tournament,2/18/03,International Gold,Indoor,Hard,1st Round,3,Kafelnikov Y.,Lopez F.,25,50,6,2,6,0,,,,,,,2,0,Completed,1.571,2.25,,,1.5,2.1,1.5,2.5,1.43,2.28
13,Rotterdam,ABN AMRO World Tennis Tournament,2/18/03,International Gold,Indoor,Hard,1st Round,3,Krajicek R.,Robredo T.,84,33,7,6,6,7,6,2,,,,,2,1,Completed,1.615,2.2,,,1.45,2.2,1.533,2.375,1.41,2.35
13,Rotterdam,ABN AMRO World Tennis Tournament,2/18/03,International Gold,Indoor,Hard,1st Round,3,Ljubicic I.,Henman T.,52,11,6,4,6,2,,,,,,,2,0,Completed,,,,,1.75,1.75,1.833,1.833,1.77,1.73
13,Rotterdam,ABN AMRO World Tennis Tournament,2/18/03,International Gold,Indoor,Hard,1st Round,3,Sluiter R.,Verkerk M.,72,64,3,6,6,4,7,6,,,,,2,1,Completed,2.1,1.667,,,1.85,1.65,2,1.727,1.85,1.67
13,Rotterdam,ABN AMRO World Tennis Tournament,2/19/03,International Gold,Indoor,Hard,1st Round,3,Bjorkman J.,Wessels P.,69,445,6,2,6,2,,,,,,,2,0,Completed,1.25,3.5,,,1.25,3,1.25,3.5,1.16,3.85
13,Rotterdam,ABN AMRO World Tennis Tournament,2/19/03,International Gold,Indoor,Hard,1st Round,3,Escude N.,Costa A.,41,8,6,3,6,3,,,,,,,2,0,Completed,,,,,1.4,2.3,1.4,2.75,1.4,2.4
13,Rotterdam,ABN AMRO World Tennis Tournament,2/19/03,International Gold,Indoor,Hard,1st Round,3,Federer R.,Enqvist T.,5,71,3,6,6,3,6,4,,,,,2,1,Completed,1.4,2.75,,,1.4,2.3,1.364,2.875,1.29,2.87
13,Rotterdam,ABN AMRO World Tennis Tournament,2/19/03,International Gold,Indoor,Hard,1st Round,3,Grosjean S.,Furlan R.,12,163,6,3,6,4,,,,,,,2,0,Completed,1.111,6,,,1.1,4.5,1.1,6,1.03,7
13,Rotterdam,ABN AMRO World Tennis Tournament,2/19/03,International Gold,Indoor,Hard,1st Round,3,Safin M.,Malisse X.,7,24,7,5,6,3,,,,,,,2,0,Completed,1.444,2.625,,,1.4,2.3,1.571,2.25,1.45,2.25
13,Rotterdam,ABN AMRO World Tennis Tournament,2/19/03,International Gold,Indoor,Hard,1st Round,3,Santoro F.,Pavel A.,32,30,6,4,4,6,6,2,,,,,2,1,Completed,1.667,2.1,,,1.6,1.9,1.727,2,1.57,1.98
13,Rotterdam,ABN AMRO World Tennis Tournament,2/19/03,International Gold,Indoor,Hard,2nd Round,3,Schalken S.,Rochus O.,19,83,7,5,6,2,,,,,,,2,0,Completed,1.5,2.5,,,1.4,2.3,1.4,2.75,1.34,2.65
13,Rotterdam,ABN AMRO World Tennis Tournament,2/20/03,International Gold,Indoor,Hard,2nd Round,3,Escude N.,Krajicek R.,41,84,6,3,6,7,7,6,,,,,2,1,Completed,1.615,2.2,,,1.55,2,1.571,2.25,1.55,2.05
13,Rotterdam,ABN AMRO World Tennis Tournament,2/20/03,International Gold,Indoor,Hard,2nd Round,3,Federer R.,Santoro F.,5,32,6,0,6,4,,,,,,,2,0,Completed,1.364,3,,,1.35,2.5,1.333,3,1.35,2.6
13,Rotterdam,ABN AMRO World Tennis Tournament,2/20/03,International Gold,Indoor,Hard,2nd Round,3,Ferrero J.C.,Bjorkman J.,3,69,3,6,6,4,6,1,,,,,2,1,Completed,1.444,2.625,,,1.45,2.2,1.444,2.625,1.43,2.28
13,Rotterdam,ABN AMRO World Tennis Tournament,2/20/03,International Gold,Indoor,Hard,2nd Round,3,Grosjean S.,Hrbaty D.,12,53,7,5,6,3,,,,,,,2,0,Completed,1.444,2.625,,,1.4,2.3,1.4,2.75,1.35,2.6
13,Rotterdam,ABN AMRO World Tennis Tournament,2/20/03,International Gold,Indoor,Hard,2nd Round,3,Kafelnikov Y.,Safin M.,25,7,4,6,7,6,6,4,,,,,2,1,Completed,2.625,1.444,,,2.1,1.5,2.625,1.444,2.6,1.35
13,Rotterdam,ABN AMRO World Tennis Tournament,2/20/03,International Gold,Indoor,Hard,2nd Round,3,Mirnyi M.,Ljubicic I.,46,52,4,2,,,,,,,,,0,0,Retired,2.2,1.615,,,2,1.55,2.5,1.5,2.35,1.41
13,Rotterdam,ABN AMRO World Tennis Tournament,2/20/03,International Gold,Indoor,Hard,2nd Round,3,Sluiter R.,Nieminen J.,72,35,7,6,2,6,6,3,,,,,2,1,Completed,2.2,1.615,,,1.85,1.65,2.1,1.667,1.95,1.6
13,Rotterdam,ABN AMRO World Tennis Tournament,2/21/03,International Gold,Indoor,Hard,Quarterfinals,3,Federer R.,Schalken S.,5,19,6,2,6,4,,,,,,,2,0,Completed,1.4,2.75,,,1.4,2.3,1.286,3.25,1.23,3.2
13,Rotterdam,ABN AMRO World Tennis Tournament,2/21/03,International Gold,Indoor,Hard,Quarterfinals,3,Grosjean S.,Escude N.,12,41,5,7,7,6,4,4,,,,,1,1,Retired,1.833,1.833,,,1.65,1.85,1.8,1.9,1.7,1.8
13,Rotterdam,ABN AMRO World Tennis Tournament,2/21/03,International Gold,Indoor,Hard,Quarterfinals,3,Mirnyi M.,Kafelnikov Y.,46,25,7,6,7,6,,,,,,,2,0,Completed,2.25,1.571,,,2.1,1.5,2.2,1.615,2.7,1.33
13,Rotterdam,ABN AMRO World Tennis Tournament,2/21/03,International Gold,Indoor,Hard,Quarterfinals,3,Sluiter R.,Ferrero J.C.,72,3,1,2,,,,,,,,,0,0,Retired,3.25,1.333,,,2.7,1.3,2.875,1.364,3.3,1.22
13,Rotterdam,ABN AMRO World Tennis Tournament,2/22/03,International Gold,Indoor,Hard,Semifinals,3,Mirnyi M.,Federer R.,46,5,5,7,6,3,6,4,,,,,2,1,Completed,3.5,1.286,,,3,1.25,3.5,1.25,3.2,1.23
13,Rotterdam,ABN AMRO World Tennis Tournament,2/22/03,International Gold,Indoor,Hard,Semifinals,3,Sluiter R.,Grosjean S.,72,12,6,3,6,3,,,,,,,2,0,Completed,2.75,1.4,,,2.5,1.35,3,1.333,2.6,1.35
13,Rotterdam,ABN AMRO World Tennis Tournament,2/23/03,International Gold,Indoor,Hard,The Final,3,Mirnyi M.,Sluiter R.,46,72,7,6,6,4,,,,,,,2,0,Completed,1.667,2.1,,,1.6,1.9,1.727,2,1.68,1.83
14,Acapulco,Abierto Mexicano,2/24/03,International Gold,Outdoor,Clay,1st Round,3,Ferrer D.,Portas A.,49,94,6,1,6,4,,,,,,,2,0,Completed,1.571,2.25,,,1.55,2,1.5,2.5,1.5,2.15
14,Acapulco,Abierto Mexicano,2/24/03,International Gold,Outdoor,Clay,1st Round,3,Melo D.,Clavet F.,335,137,6,4,4,6,6,1,,,,,2,1,Completed,,,,,1.9,1.6,,,2.17,1.48
14,Acapulco,Abierto Mexicano,2/25/03,International Gold,Outdoor,Clay,1st Round,3,Calleri A.,Gallardo Valles M.,61,227,6,1,6,3,,,,,,,2,0,Completed,1.125,5.5,,,1.1,4.5,,,1.07,5.3
14,Acapulco,Abierto Mexicano,2/25/03,International Gold,Outdoor,Clay,1st Round,3,Gaudio G.,Sanchez D.,20,41,1,6,6,4,6,4,,,,,2,1,Completed,1.5,2.5,,,1.5,2.1,1.533,2.375,1.45,2.25
14,Acapulco,Abierto Mexicano,2/25/03,International Gold,Outdoor,Clay,1st Round,3,Horna L.,Lapentti N.,87,39,6,2,6,1,,,,,,,2,0,Completed,2.2,1.615,,,1.9,1.6,2.1,1.667,1.8,1.7
14,Acapulco,Abierto Mexicano,2/25/03,International Gold,Outdoor,Clay,1st Round,3,Mantilla F.,Chela J.I.,47,24,7,6,7,6,,,,,,,2,0,Completed,1.909,1.8,,,1.75,1.75,2,1.727,1.75,1.75
14,Acapulco,Abierto Mexicano,2/25/03,International Gold,Outdoor,Clay,1st Round,3,Marin J.A,Meligeni F.,154,77,6,1,6,4,,,,,,,2,0,Completed,2.62,1.44,,,2.3,1.4,,,2.85,1.3
14,Acapulco,Abierto Mexicano,2/25/03,International Gold,Outdoor,Clay,1st Round,3,Miranda I.,Sa A.,141,72,7,5,3,6,7,6,,,,,2,1,Completed,,,,,2.3,1.4,,,2.75,1.32
14,Acapulco,Abierto Mexicano,2/25/03,International Gold,Outdoor,Clay,1st Round,3,Vicente F.,Martin A.,48,70,6,2,6,1,,,,,,,2,0,Completed,1.8,1.909,,,1.65,1.85,1.727,2,1.68,1.83
14,Acapulco,Abierto Mexicano,2/25/03,International Gold,Outdoor,Clay,1st Round,3,Zabaleta M.,Volandri F.,44,150,6,1,6,2,,,,,,,2,0,Completed,1.28,3.25,,,1.25,3,,,1.22,3.3
14,Acapulco,Abierto Mexicano,2/26/03,International Gold,Outdoor,Clay,1st Round,3,Gonzalez F.,Ramirez Hidalgo R.,22,140,6,1,3,6,7,6,,,,,2,1,Completed,,,,,,,,,1.22,3.3
14,Acapulco,Abierto Mexicano,2/26/03,International Gold,Outdoor,Clay,1st Round,3,Kuerten G.,Coutelot N.,28,171,6,7,7,6,6,2,,,,,2,1,Completed,1.143,5,,,1.1,4.5,,,1.08,5
14,Acapulco,Abierto Mexicano,2/26/03,International Gold,Outdoor,Clay,1st Round,3,Moya C.,Saretta F.,4,89,6,0,6,2,,,,,,,2,0,Completed,1.143,5,,,1.2,3.3,1.143,5,1.15,4
14,Acapulco,Abierto Mexicano,2/26/03,International Gold,Outdoor,Clay,1st Round,3,Nalbandian D.,Massu N.,9,99,3,6,6,1,6,4,,,,,2,1,Completed,1.364,2.875,,,1.3,2.7,1.4,2.75,1.28,2.9
14,Acapulco,Abierto Mexicano,2/26/03,International Gold,Outdoor,Clay,1st Round,3,Sargsian S.,Montanes A.,86,74,6,3,6,0,,,,,,,2,0,Completed,2.5,1.5,,,2.3,1.4,2.625,1.444,3.1,1.25
14,Acapulco,Abierto Mexicano,2/26/03,International Gold,Outdoor,Clay,1st Round,3,Rios M.,Squillari F.,32,85,2,6,6,0,6,4,,,,,2,1,Completed,,,,,1.45,2.2,1.5,2.5,1.32,2.75
14,Acapulco,Abierto Mexicano,2/26/03,International Gold,Outdoor,Clay,2nd Round,3,Calleri A.,Gaudio G.,61,20,7,6,7,6,,,,,,,2,0,Completed,2.625,1.444,,,2.1,1.5,2.625,1.444,2.5,1.36
14,Acapulco,Abierto Mexicano,2/26/03,International Gold,Outdoor,Clay,2nd Round,3,Gonzalez F.,Sargsian S.,22,86,6,3,4,6,7,6,,,,,2,1,Completed,1.364,3,,,1.4,2.3,1.364,2.875,1.37,2.45
